# Eelst 		 Emultipole 
     -0.00021674      -0.00008411
     -0.00438121      -0.00042177
     -0.00004449       0.00005418
     -0.00187816      -0.00046529
     -0.00007615       0.00014600
     -0.00778994      -0.00027416
     -0.00149067      -0.00003899
     -0.00052080       0.00001899
     -0.00187143      -0.00010059
     -0.00493134       0.00008632
     -0.00527578      -0.00007840
     -0.00087778       0.00023917
     -0.00039343       0.00032218
     -0.00006807       0.00007146
     -0.00069452      -0.00035233
     -0.00005994       0.00004581
     -0.00071960      -0.00030118
     -0.00018013      -0.00001563
      0.00015073       0.00020950
     -0.00785269      -0.00100247
     -0.00055332       0.00061382
     -0.00068838      -0.00032504
     -0.00034603      -0.00010345
      0.00002255       0.00010696
     -0.00003297       0.00019698
     -0.00007568       0.00024889
     -0.00020419       0.00005592
     -0.00037541       0.00010837
     -0.00020990       0.00023577
     -0.00013988      -0.00005675
     -0.00002174       0.00019117
     -0.00095372       0.00016239
     -0.00067197      -0.00017050
     -0.00106476       0.00013271
     -0.00251973      -0.00007649
     -0.00010793      -0.00002490
     -0.00397579      -0.00042737
      0.00006434       0.00012954
     -0.01096250      -0.00006985
      0.00033190       0.00054218
     -0.00614489      -0.00059088
     -0.00089874       0.00009064
     -0.00050954       0.00042423
     -0.00376747      -0.00056467
     -0.00106371      -0.00039294
     -0.00011370       0.00001435
     -0.00070229      -0.00025667
     -0.00024720      -0.00018224
     -0.00365457      -0.00070031
     -0.00075419       0.00030426
     -0.00359966       0.00014655
      0.00009797       0.00015175
     -0.00111838       0.00048417
     -0.00056457      -0.00026912
     -0.00185589      -0.00030771
     -0.00121882      -0.00023027
     -0.00000148       0.00035887
     -0.00024175      -0.00005110
      0.00004905       0.00038691
     -0.00081188       0.00036020
      0.00013255       0.00019984
     -0.00024530       0.00041066
     -0.00215405      -0.00065384
     -0.00357892       0.00015609
     -0.00004271       0.00011402
     -0.00133059      -0.00006421
     -0.00098173      -0.00008827
     -0.00044309       0.00006610
     -0.00024192      -0.00013096
     -0.00012225       0.00015094
     -0.00278159      -0.00064716
     -0.00043017      -0.00013764
     -0.00084187       0.00021361
     -0.00102109      -0.00002637
     -0.00018464      -0.00003521
     -0.00038782      -0.00027613
     -0.00027561      -0.00016863
     -0.00200168       0.00018355
     -0.00405786      -0.00058494
     -0.00035090       0.00068245
     -0.00023371       0.00017190
     -0.00305917      -0.00057445
     -0.00053366       0.00008132
     -0.00402514       0.00044329
     -0.00115945       0.00019201
     -0.00109980      -0.00008923
     -0.00059958      -0.00006416
     -0.00064968      -0.00031755
     -0.00062691      -0.00017205
     -0.00006852      -0.00001296
      0.00036373       0.00067615
     -0.00552547      -0.00048360
      0.00021634       0.00081471
